time_step,workload,capacity,cpu_usage,overloaded
87,46.048098351035975,6,76.74683058505995,False
88,50.44064135931281,6,84.06773559885468,True
89,54.206550002801734,7,77.43792857543104,False
90,58.800771924242426,7,84.00110274891776,True
91,61.66878849310187,7,88.09826927585982,True
92,65.54524295866969,7,93.63606136952812,True
93,70.75700864960808,8,88.44626081201011,True
94,71.91570725142438,8,89.89463406428048,True
95,76.4604287990737,8,95.57553599884213,True
96,80.30441493036693,8,100.0,True
97,83.93165588636869,9,93.25739542929854,True
98,88.95354252202752,9,98.83726946891946,True
99,87.7221181848945,9,97.46902020543833,True
100,89.24367489192122,9,99.15963876880134,True
101,92.13153289118674,10,92.13153289118674,True
102,87.44146612645778,10,87.44146612645778,True
103,87.40118067850582,10,87.40118067850582,True
104,81.08257879505598,10,81.08257879505598,True
105,78.94377862818462,11,71.76707148016783,False
106,73.39033200951928,11,66.71848364501753,False
107,70.23837891961976,11,63.85307174510888,False
108,68.0724558576728,11,61.884050779702534,False
109,58.411118615736015,11,53.10101692339638,False
110,58.33884899338857,11,53.03531726671687,False
111,53.788958855406406,12,44.824132379505336,False
112,48.29084813010739,12,40.24237344175616,False
113,43.13099440480369,12,35.9424953373364,False
114,43.120169025220974,12,35.93347418768415,False
115,39.286312015497565,13,30.220240011921202,False
116,38.58546941690617,13,29.681130320697058,False
117,36.31844436838697,13,27.937264898759206,False
118,37.97712830573549,13,29.213175619796534,False
119,33.096527870773116,13,25.458867592902397,False
120,30.589221032160715,12,25.491017526800597,False
121,32.27223887164206,12,26.893532393035052,False
122,31.80764422096027,12,26.50637018413356,False
123,33.68063770700191,12,28.067198089168254,False
124,32.336762284123694,11,29.397056621930627,False
125,31.168282764954615,11,28.334802513595104,False
126,33.231769936299884,11,30.210699942090802,False
127,27.824175080630233,11,25.29470461875476,False
128,28.851746401591477,10,28.851746401591477,False
129,28.230929682322074,10,28.230929682322074,False
130,29.273409972104567,10,29.27340997210457,False
131,27.279554518893306,10,27.279554518893306,False
132,31.290429651302958,9,34.767144057003286,False
133,29.567667703738508,9,32.85296411526501,False
134,27.065564184009546,9,30.07284909334394,False
135,27.973028012216677,9,31.081142235796307,False
136,30.629431612743968,9,34.03270179193774,False
137,31.677612187711755,9,35.19734687523528,False
138,33.994218209694196,9,37.77135356632689,False
139,35.82813941943296,9,39.80904379936995,False
140,30.82904246574232,9,34.25449162860258,False
141,28.021042512569853,9,31.134491680633168,False
142,25.735969529790047,9,28.595521699766717,False
143,30.5354548865254,9,33.928283207250445,False
144,28.37413400685037,9,31.526815563167077,False
145,29.169293560858762,9,32.41032617873196,False
146,28.775810371241366,9,31.97312263471263,False
147,29.71842014662478,9,33.02046682958309,False
148,32.131961375374075,9,35.70217930597119,False
149,30.31409756317956,9,33.682330625755064,False
150,29.68273052354547,9,32.9808116928283,False
151,27.9286925841226,9,31.031880649025112,False
152,26.650634150740803,9,29.611815723045336,False
153,29.027384199530932,9,32.25264911058993,False
154,29.89243490602603,9,33.21381656225114,False
155,33.53585983042979,9,37.26206647825532,False
156,30.260549044319614,9,33.62283227146624,False
157,31.96547902261436,9,35.51719891401596,False
158,29.001408803153087,9,32.223787559058984,False
159,27.630112467258716,9,30.700124963620794,False
160,28.069766475571868,9,31.188629417302078,False
161,28.549547870942718,9,31.72171985660302,False
162,34.25693946487577,9,38.06326607208419,False
163,28.35722664155328,9,31.508029601725866,False
164,31.67697840747345,9,35.1966426749705,False
165,28.194145643826225,9,31.32682849314025,False
166,31.863146025748588,9,35.40349558416509,False
167,30.769901932211763,9,34.188779924679736,False
168,29.68672420468383,9,32.985249116315366,False
169,29.918474947729138,9,33.24274994192126,False
170,28.69042460914122,9,31.87824956571247,False
171,30.89214440296416,9,34.3246048921824,False
172,29.090033039318442,9,32.32225893257605,False
173,27.548788472465503,9,30.60976496940612,False
174,27.444124851360762,9,30.49347205706751,False
175,30.345175835444238,9,33.716862039382484,False
176,33.15818251282087,9,36.842425014245414,False
177,30.319983227146878,9,33.68887025238542,False
178,29.762723347780234,9,33.06969260864471,False
179,30.571652279205086,9,33.968502532450096,False
180,32.61200348341365,9,36.235559426015165,False
