time_step,workload,capacity,cpu_usage,overloaded
0,40.76179269938608,2,100.0,True
1,40.53337057350637,2,100.0,True
2,48.093375168637515,2,100.0,True
3,51.554525608094984,2,100.0,True
4,47.16625388090829,2,100.0,True
5,51.43918254015603,2,100.0,True
6,57.433278656135435,3,100.0,True
7,58.47222458853578,3,100.0,True
8,61.06619524378965,3,100.0,True
9,60.488066492716534,3,100.0,True
10,65.9749078445359,3,100.0,True
11,66.5016611067896,3,100.0,True
12,65.11574495460984,4,100.0,True
13,67.76877122812688,4,100.0,True
14,65.72595462384733,4,100.0,True
15,61.62818175017075,4,100.0,True
16,63.54255327185673,4,100.0,True
17,58.710991635477875,4,100.0,True
18,61.45895682266292,5,100.0,True
19,56.98886287075159,5,100.0,True
20,54.23247539844868,5,100.0,True
21,50.34151799153303,5,100.0,True
22,52.259467163802036,5,100.0,True
23,45.830923473949376,5,91.66184694789875,True
24,42.06251128369985,6,70.10418547283308,False
25,39.119666123779425,6,65.19944353963237,False
26,38.19744212477576,6,63.66240354129293,False
27,34.69636298178883,6,57.82727163631471,False
28,31.828717711873022,6,53.04786285312171,False
29,29.033210654976823,6,48.38868442496137,False
30,30.65948769486434,6,51.09914615810723,False
31,21.870284810821254,6,36.45047468470209,False
32,19.45656210792642,6,32.4276035132107,False
33,16.857370041829924,5,33.71474008365985,False
34,18.919272244788242,5,37.838544489576485,False
35,19.04601782442339,5,38.09203564884678,False
36,15.157950087645595,5,30.315900175291187,False
37,12.948940596886892,5,25.897881193773785,False
38,12.988128750065114,5,25.976257500130227,False
39,17.069300701344535,5,34.13860140268907,False
40,18.081722520629764,5,36.16344504125953,False
41,18.737209359112487,5,37.474418718224975,False
42,17.22802759422789,5,34.45605518845578,False
43,21.31757223827206,5,42.63514447654412,False
44,23.178036874634596,5,46.35607374926919,False
45,25.852090184510697,5,51.704180369021394,False
46,30.13473009232757,5,60.26946018465513,False
47,31.35587505481976,5,62.71175010963952,False
48,35.48003672855835,6,59.13339454759725,False
49,37.035616834614615,6,61.72602805769103,False
50,40.722798496724955,6,67.87133082787491,False
51,44.71155140370396,6,74.5192523395066,False
52,42.57435762948221,6,70.95726271580368,False
53,48.403935776223705,6,80.67322629370618,True
54,50.86791021681088,7,72.66844316687268,False
55,53.09743668670347,7,75.85348098100495,False
56,56.42582202015051,7,80.60831717164359,True
57,63.00018434748071,7,90.00026335354387,True
58,58.94362034831727,7,84.20517192616752,True
59,65.04137219812918,7,92.91624599732741,True
60,59.569238478339315,8,74.46154809792415,False
61,63.71996869325278,8,79.64996086656598,False
62,65.35755087346931,8,81.69693859183663,True
63,66.41622403910499,8,83.02028004888123,True
64,66.33524771769936,8,82.9190596471242,True
65,65.75978099537865,8,82.19972624422331,True
66,61.748863631029394,9,68.60984847892155,False
67,59.95231865588896,9,66.61368739543218,False
68,61.407770772537596,9,68.23085641393067,False
69,56.63541683601317,9,62.92824092890352,False
70,51.50541549896703,9,57.2282394432967,False
71,49.21062381753417,9,54.6784709083713,False
72,46.90448310211292,9,52.11609233568102,False
73,47.460149039255796,9,52.73349893250644,False
74,43.48939517928401,9,48.32155019920445,False
75,41.72621338516943,9,46.362459316854924,False
76,35.79853754505108,9,39.77615282783454,False
77,34.179102048570414,9,37.976780053967126,False
78,32.360862167801415,9,35.95651351977935,False
79,27.182791798156515,9,30.20310199795168,False
80,26.44730678658171,8,33.059133483227136,False
81,21.231507499116177,8,26.53938437389522,False
82,19.82953431419262,8,24.786917892740775,False
83,17.937457127453786,8,22.421821409317232,False
84,14.38972457437691,8,17.987155717971138,False
85,17.44101829458512,8,21.8012728682314,False
86,14.269312881275976,7,20.384732687537106,False
87,15.080567086112431,7,21.5436672658749,False
88,16.251198436557985,7,23.215997766511407,False
89,16.559146671857647,7,23.655923816939495,False
90,17.887049865053122,7,25.552928378647316,False
91,17.133109977075943,7,24.475871395822775,False
92,17.833556082339214,6,29.722593470565357,False
93,20.53787340333926,6,34.22978900556543,False
94,18.667986266887713,6,31.113310444812853,False
95,21.687587511630444,6,36.145979186050745,False
96,24.649409116571086,6,41.08234852761848,False
97,28.303769113879344,6,47.17294852313224,False
98,34.782188387687206,6,57.97031397947868,False
99,34.60297152249225,6,57.67161920415374,False
100,39.05459361490151,6,65.0909893581692,False
101,46.38140158357274,7,66.25914511938963,False
102,45.3265872514678,7,64.75226750209686,False
103,51.04690273828464,7,72.92414676897806,False
104,49.70979765251819,7,71.01399664645456,False
105,54.18103741264274,7,77.40148201806105,False
106,54.73862251094077,7,78.19803215848682,False
107,58.41524837964332,8,73.01906047455415,False
108,63.20896848119386,8,79.01121060149232,False
109,58.302375253669595,8,72.877969067087,False
110,64.86247201624347,8,81.07809002030434,True
111,65.15152027404791,8,81.43940034255989,True
112,63.465293321464806,8,79.331616651831,False
113,61.33552357473566,9,68.15058174970629,False
114,64.73750503750189,9,71.93056115277989,False
115,62.45268113471932,9,69.39186792746591,False
116,63.20236684003724,9,70.22485204448583,False
117,61.16282850135898,9,67.95869833484332,False
118,63.26727829769704,9,70.29697588633005,False
119,56.51528857953469,9,62.794765088371875,False
120,52.13588757575721,9,57.92876397306357,False
121,52.492030939933656,9,58.32447882214851,False
122,49.75310552704637,9,55.28122836338486,False
123,49.61521611722249,9,55.12801790802499,False
124,45.221108953894095,9,50.24567661543789,False
125,40.89217764787383,9,45.43575294208203,False
126,40.52492638894129,9,45.02769598771254,False
127,30.810845185071507,9,34.234272427857235,False
128,29.197507351008664,9,32.44167483445407,False
129,25.639718293943304,8,32.04964786742913,False
130,24.330844184798764,8,30.41355523099846,False
131,19.444606982892033,8,24.30575872861504,False
132,22.325046297641258,8,27.90630787205157,False
133,18.336245119702678,8,22.92030639962835,False
134,13.702307952092866,8,17.127884940116083,False
135,13.684639389602312,7,19.549484842289015,False
136,16.22660335040826,7,23.18086192915466,False
137,17.14464820902916,7,24.492354584327373,False
138,20.041159018522677,7,28.63022716931811,False
139,22.727474896801105,7,32.46782128114444,False
140,17.259610675811146,7,24.656586679730207,False
141,14.905478388269838,6,24.84246398044973,False
142,13.56168616062137,6,22.602810267702285,False
143,21.406447586464868,6,35.67741264410812,False
144,20.85396961350697,6,34.756616022511615,False
145,24.266975542238942,6,40.44495923706491,False
146,26.42591614980757,6,44.043193583012616,False
147,30.44490896684212,6,50.74151494473686,False
148,36.44770339784776,6,60.74617232974627,False
149,37.25929057950575,6,62.098817632509586,False
150,39.60341290740326,6,66.00568817900545,False
151,40.54419645704304,6,67.57366076173841,False
152,42.03053981736042,7,60.04362831051488,False
153,47.987344044433634,7,68.55334863490519,False
154,51.90938547549708,7,74.15626496499583,False
155,59.114456091261516,7,84.44922298751645,True
156,57.43936395189941,7,82.05623421699916,True
157,61.71967984695234,7,88.17097120993192,True
158,59.85995914120251,8,74.82494892650313,False
159,59.658316895607925,8,74.5728961195099,False
160,61.3636210017979,8,76.70452625224738,False
161,62.744116106877826,8,78.43014513359728,False
162,70.27184254179471,8,87.8398031772434,True
163,62.89720151264583,8,78.6215018908073,False
164,66.6534042775581,9,74.05933808617566,False
165,61.519094962161304,9,68.354549957957,False
166,64.94960884383607,9,72.16623204870675,False
167,62.070575552815015,9,68.96730616979447,False
168,58.8712363252495,9,65.41248480583278,False
169,57.01177133287864,9,63.346412592087376,False
170,53.05766206873837,9,58.952957854153745,False
171,53.15902235624812,9,59.065580395831255,False
172,48.06565511626505,9,53.406283462516726,False
173,43.15323276970332,9,47.94803641078147,False
174,39.93848690330865,9,44.37609655923183,False
175,40.431469794305414,9,44.92385532700602,False
176,40.814397301918525,9,45.34933033546503,False
177,34.1827318548122,9,37.98081317201355,False
178,30.50029036760833,9,33.88921151956481,False
179,28.67072349646348,9,31.856359440514982,False
180,28.57037304695525,9,31.744858941061388,False
181,23.434778605192452,8,29.293473256490564,False
182,19.709850853520962,8,24.637313566901202,False
183,21.657523637599386,8,27.07190454699923,False
184,18.451214784503584,8,23.064018480629482,False
185,20.062977072611147,8,25.07872134076393,False
186,15.900904824837555,8,19.876131031046945,False
187,11.98815920999196,7,17.125941728559944,False
188,11.628933791179051,7,16.612762558827214,False
189,19.570138562360906,7,27.95734080337272,False
190,20.532751394579392,7,29.332501992256276,False
191,16.930525655142993,7,24.186465221632847,False
192,17.933833559609624,7,25.619762228013748,False
193,24.39077966121073,7,34.84397094458676,False
194,20.11870814667406,6,33.53118024445676,False
195,23.068551145298585,6,38.44758524216431,False
196,29.56447513417969,6,49.27412522363282,False
197,29.81037337573402,6,49.68395562622337,False
198,33.76994815407846,6,56.283246923464105,False
199,36.4580619145811,6,60.76343652430184,False
